date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:36:17	4158/4158	---MCZ	200	added ('OK')	text/css	etag:W/%221721476624.1208153-4158-610406138%22	https://www.learnjavaonline.org/static/css/learnpython.css	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/css/learnpython.css	(from https://www.learnjavaonline.org/)
18:36:18	799/799	---M--	200	added ('OK')	image/png	etag:%221721476624.1568153-799-2687506046%22	https://www.learnjavaonline.org/static/img/icon20x24px-exported-transparent.png	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/icon20x24px-exported-transparent.png	(from https://www.learnjavaonline.org/)
18:36:19	13949/13949	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:16%20GMT	https://www.learnjavaonline.org/about	C:/My%20Web%20Sites/website/www.learnjavaonline.org/about.html	(from https://www.learnjavaonline.org/)
18:36:21	33535/33535	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:18%20GMT	https://www.learnjavaonline.org/cn/	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/index.html	(from https://www.learnjavaonline.org/)
18:36:22	32115/32115	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:18%20GMT	https://www.learnjavaonline.org/en/	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/index.html	(from https://www.learnjavaonline.org/)
18:36:23	33651/33651	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:21%20GMT	https://www.learnjavaonline.org/en/Hello%2C_World%21	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Hello,_World!.html	(from https://www.learnjavaonline.org/)
18:36:23	36204/36204	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:21%20GMT	https://www.learnjavaonline.org/en/Variables_and_Types	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Variables_and_Types.html	(from https://www.learnjavaonline.org/)
18:36:24	36721/36721	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:22%20GMT	https://www.learnjavaonline.org/en/Conditionals	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Conditionals.html	(from https://www.learnjavaonline.org/)
18:36:25	32352/32352	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:23%20GMT	https://www.learnjavaonline.org/en/Arrays	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Arrays.html	(from https://www.learnjavaonline.org/)
18:36:26	38187/38187	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:24%20GMT	https://www.learnjavaonline.org/en/Loops	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Loops.html	(from https://www.learnjavaonline.org/)
18:36:27	39175/39175	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:24%20GMT	https://www.learnjavaonline.org/en/Functions	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Functions.html	(from https://www.learnjavaonline.org/)
18:36:27	36498/36498	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:25%20GMT	https://www.learnjavaonline.org/en/Objects	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Objects.html	(from https://www.learnjavaonline.org/)
18:36:28	33461/33461	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:26%20GMT	https://www.learnjavaonline.org/en/Compiling_and_Running_with_Arguments	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Compiling_and_Running_with_Arguments.html	(from https://www.learnjavaonline.org/)
18:36:29	39128/39128	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:27%20GMT	https://www.learnjavaonline.org/en/Inheritance	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Inheritance.html	(from https://www.learnjavaonline.org/)
18:36:29	32599/32599	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:28%20GMT	https://www.learnjavaonline.org/en/Try_and_Catch	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Try_and_Catch.html	(from https://www.learnjavaonline.org/)
18:36:30	191748/191748	---M--	200	added ('OK')	text/javascript	etag:14814416943806949557	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/website/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.learnjavaonline.org/)
18:36:30	34326/34326	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:28%20GMT	https://www.learnjavaonline.org/en/Abstract_Classes	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Abstract_Classes.html	(from https://www.learnjavaonline.org/)
18:36:30	35289/35289	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:29%20GMT	https://www.learnjavaonline.org/en/Interfaces	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Interfaces.html	(from https://www.learnjavaonline.org/)
18:36:30	289399/289399	---M--	200	added ('OK')	image/png	etag:%221721476624.1248152-289399-286462909%22	https://www.learnjavaonline.org/static/img/banners/cfk/cfk-billboard.png	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/banners/cfk/cfk-billboard.png	(from https://www.learnjavaonline.org/)
18:36:31	36482/36482	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:30%20GMT	https://www.learnjavaonline.org/en/Using_Generics	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Using_Generics.html	(from https://www.learnjavaonline.org/)
18:36:31	32374/32374	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:30%20GMT	https://www.learnjavaonline.org/en/Collections	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Collections.html	(from https://www.learnjavaonline.org/)
18:36:32	32386/32386	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:31%20GMT	https://www.learnjavaonline.org/en/Wrappers_and_Autoboxing	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Wrappers_and_Autoboxing.html	(from https://www.learnjavaonline.org/)
18:36:32	32016/32016	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:31%20GMT	https://www.learnjavaonline.org/en/Exceptions	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Exceptions.html	(from https://www.learnjavaonline.org/)
18:36:33	34403/34403	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:32%20GMT	https://www.learnjavaonline.org/en/Generic_Types	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Generic_Types.html	(from https://www.learnjavaonline.org/)
18:36:33	32363/32363	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:32%20GMT	https://www.learnjavaonline.org/en/IO_Streams	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/IO_Streams.html	(from https://www.learnjavaonline.org/)
18:36:34	32118/32118	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:33%20GMT	https://www.learnjavaonline.org/en/Contributing_Tutorials	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Contributing_Tutorials.html	(from https://www.learnjavaonline.org/)
18:36:35	5819/5819	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221721476624.1368153-5819-3350794858%22	https://www.learnjavaonline.org/static/img/banners/digital-ocean.svg	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/banners/digital-ocean.svg	(from https://www.learnjavaonline.org/)
18:36:36	15845/15845	---M--	200	added ('OK')	image/png	etag:%221721476624.1568153-15845-315952709%22	https://www.learnjavaonline.org/static/img/logos/spoj.png	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/logos/spoj.png	(from https://www.learnjavaonline.org/)
18:36:36	8989/8989	---M--	200	added ('OK')	image/png	etag:%221721476624.1568153-8989-855969610%22	https://www.learnjavaonline.org/static/img/masterschool.png	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/masterschool.png	(from https://www.learnjavaonline.org/)
18:36:37	12846/12846	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:36%20GMT	https://www.learnjavaonline.org/tos	C:/My%20Web%20Sites/website/www.learnjavaonline.org/tos.html	(from https://www.learnjavaonline.org/)
18:36:39	12518/12518	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:37%20GMT	https://www.learnjavaonline.org/privacy	C:/My%20Web%20Sites/website/www.learnjavaonline.org/privacy.html	(from https://www.learnjavaonline.org/)
18:36:40	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-17b8b%22	https://code.jquery.com/jquery-1.12.4.min.js	C:/My%20Web%20Sites/website/code.jquery.com/jquery-1.12.4.min.js	(from https://www.learnjavaonline.org/)
18:36:40	2414762/2414762	---M--	200	added ('OK')	image/png	etag:%221721476624.1328154-2414762-3669234397%22	https://www.learnjavaonline.org/static/img/banners/cfk/promo_high.png	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/banners/cfk/promo_high.png	(from https://www.learnjavaonline.org/)
18:36:41	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-4af4%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	C:/My%20Web%20Sites/website/cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	(from https://www.learnjavaonline.org/)
18:36:41	12308/12308	---M--	200	added ('OK')	image/png	etag:%221721476624.1368153-12308-3053718378%22	https://www.learnjavaonline.org/static/img/cfk.png	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/cfk.png	(from https://www.learnjavaonline.org/)
18:36:42	64807/64807	---M--	200	added ('OK')	image/png	etag:%221721476624.1368153-64807-48303556%22	https://www.learnjavaonline.org/static/img/cfk-promo.png	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/cfk-promo.png	(from https://www.learnjavaonline.org/)
18:36:42	41316/41316	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1848154-41316-3073903513%22	https://www.learnjavaonline.org/static/js/prism.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/prism.js	(from https://www.learnjavaonline.org/)
18:36:43	19424/19424	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266a3530f-4be0%22	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/website/buttons.github.io/buttons.js	(from https://www.learnjavaonline.org/)
18:36:44	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%225f7b5b5f-e7d0%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css	C:/My%20Web%20Sites/website/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css	(from https://www.learnjavaonline.org/)
18:36:45	209071/209071	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1688154-209071-2818183689%22	https://www.learnjavaonline.org/static/js/codemirror/codemirror.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/codemirror/codemirror.js	(from https://www.learnjavaonline.org/)
18:36:45	3345/3345	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1648154-3345-3331331897%22	https://www.learnjavaonline.org/static/js/codemirror/addon/edit/matchbrackets.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/codemirror/addon/edit/matchbrackets.js	(from https://www.learnjavaonline.org/)
18:36:46	11397/11397	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1688154-11397-389092326%22	https://www.learnjavaonline.org/static/js/codemirror/mode/clike/clike.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/codemirror/mode/clike/clike.js	(from https://www.learnjavaonline.org/)
18:36:46	10095/10095	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1808152-10095-3394245240%22	https://www.learnjavaonline.org/static/js/codemirror/mode/xml/xml.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/codemirror/mode/xml/xml.js	(from https://www.learnjavaonline.org/)
18:36:47	22145/22145	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1728153-22145-3383235176%22	https://www.learnjavaonline.org/static/js/codemirror/mode/css/css.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/codemirror/mode/css/css.js	(from https://www.learnjavaonline.org/)
18:36:47	2637/2637	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1728153-2637-1569462676%22	https://www.learnjavaonline.org/static/js/codemirror/mode/htmlembedded/htmlembedded.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/codemirror/mode/htmlembedded/htmlembedded.js	(from https://www.learnjavaonline.org/)
18:36:47	4152/4152	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1728153-4152-3410958190%22	https://www.learnjavaonline.org/static/js/codemirror/mode/htmlmixed/htmlmixed.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/codemirror/mode/htmlmixed/htmlmixed.js	(from https://www.learnjavaonline.org/)
18:36:48	48944/48944	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1648154-48944-591466174%22	https://www.learnjavaonline.org/static/js/bootstrap.min.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/bootstrap.min.js	(from https://www.learnjavaonline.org/)
18:36:50	5446/5446	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1648154-5446-80809437%22	https://www.learnjavaonline.org/static/js/bootbox.min.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/bootbox.min.js	(from https://www.learnjavaonline.org/)
18:36:50	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/website/www.google-analytics.com/analytics.js	(from https://www.learnjavaonline.org/)
18:36:50	8290/8290	---MCZ	200	added ('OK')	text/javascript	etag:W/%221721476624.1848154-8290-110104098%22	https://www.learnjavaonline.org/static/js/learnpython.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/js/learnpython.js	(from https://www.learnjavaonline.org/)
18:36:51	16938/16938	---M--	200	added ('OK')	image/png	etag:%221721476624.1568153-16938-3117619014%22	https://www.learnjavaonline.org/static/img/logos/interactivetutorials-large.png	C:/My%20Web%20Sites/website/www.learnjavaonline.org/static/img/logos/interactivetutorials-large.png	(from https://www.learnjavaonline.org/about)
18:36:51	4699/4699	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:50%20GMT	https://www.learnjavaonline.org/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cdn-cgi/l/email-protection.html	(from https://www.learnjavaonline.org/about)
18:36:51	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669fdbbe-4d7%22	https://www.learnjavaonline.org/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.learnjavaonline.org/about)
18:36:52	34865/34865	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:51%20GMT	https://www.learnjavaonline.org/cn/Hello%2C_World%21	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/Hello,_World!.html	(from https://www.learnjavaonline.org/cn/)
18:36:52	36634/36634	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:51%20GMT	https://www.learnjavaonline.org/cn/%e5%8f%98%e9%87%8f%e5%92%8c%e7%b1%bb%e5%9e%8b	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e5%8f%98%e9%87%8f%e5%92%8c%e7%b1%bb%e5%9e%8b.html	(from https://www.learnjavaonline.org/cn/)
18:36:53	37465/37465	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:52%20GMT	https://www.learnjavaonline.org/cn/%e6%9d%a1%e4%bb%b6%e8%af%ad%e5%8f%a5	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e6%9d%a1%e4%bb%b6%e8%af%ad%e5%8f%a5.html	(from https://www.learnjavaonline.org/cn/)
18:36:53	32542/32542	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:52%20GMT	https://www.learnjavaonline.org/cn/%e6%95%b0%e7%bb%84	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e6%95%b0%e7%bb%84.html	(from https://www.learnjavaonline.org/cn/)
18:36:54	32530/32530	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:53%20GMT	https://www.learnjavaonline.org/cn/%e5%be%aa%e7%8e%af%e8%af%ad%e5%8f%a5	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e5%be%aa%e7%8e%af%e8%af%ad%e5%8f%a5.html	(from https://www.learnjavaonline.org/cn/)
18:36:54	41521/41521	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:53%20GMT	https://www.learnjavaonline.org/cn/%e6%96%b9%e6%b3%95	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e6%96%b9%e6%b3%95.html	(from https://www.learnjavaonline.org/cn/)
18:36:55	37817/37817	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:54%20GMT	https://www.learnjavaonline.org/cn/%e5%af%b9%e8%b1%a1	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e5%af%b9%e8%b1%a1.html	(from https://www.learnjavaonline.org/cn/)
18:36:55	33757/33757	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:54%20GMT	https://www.learnjavaonline.org/cn/%e7%bc%96%e8%af%91%e5%92%8c%e8%bf%90%e8%a1%8c%e5%8f%82%e6%95%b0	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e7%bc%96%e8%af%91%e5%92%8c%e8%bf%90%e8%a1%8c%e5%8f%82%e6%95%b0.html	(from https://www.learnjavaonline.org/cn/)
18:36:56	40540/40540	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:55%20GMT	https://www.learnjavaonline.org/cn/%e7%bb%a7%e6%89%bf	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e7%bb%a7%e6%89%bf.html	(from https://www.learnjavaonline.org/cn/)
18:36:56	33260/33260	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:55%20GMT	https://www.learnjavaonline.org/cn/%e6%8d%95%e8%8e%b7%e5%bc%82%e5%b8%b8	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e6%8d%95%e8%8e%b7%e5%bc%82%e5%b8%b8.html	(from https://www.learnjavaonline.org/cn/)
18:36:57	34440/34440	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:56%20GMT	https://www.learnjavaonline.org/cn/%e6%8a%bd%e8%b1%a1%e7%b1%bb	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e6%8a%bd%e8%b1%a1%e7%b1%bb.html	(from https://www.learnjavaonline.org/cn/)
18:36:57	32530/32530	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:56%20GMT	https://www.learnjavaonline.org/cn/%e6%8e%a5%e5%8f%a3	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e6%8e%a5%e5%8f%a3.html	(from https://www.learnjavaonline.org/cn/)
18:36:58	32530/32530	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:57%20GMT	https://www.learnjavaonline.org/cn/%e4%bd%bf%e7%94%a8%e6%b3%9b%e5%9e%8b	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e4%bd%bf%e7%94%a8%e6%b3%9b%e5%9e%8b.html	(from https://www.learnjavaonline.org/cn/)
18:36:58	32542/32542	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:57%20GMT	https://www.learnjavaonline.org/cn/%e9%9b%86%e5%90%88	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e9%9b%86%e5%90%88.html	(from https://www.learnjavaonline.org/cn/)
18:36:59	32530/32530	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:58%20GMT	https://www.learnjavaonline.org/cn/%e8%87%aa%e5%8a%a8%e8%a3%85%e7%ae%b1	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e8%87%aa%e5%8a%a8%e8%a3%85%e7%ae%b1.html	(from https://www.learnjavaonline.org/cn/)
18:36:59	32373/32373	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:58%20GMT	https://www.learnjavaonline.org/cn/%e5%bc%82%e5%b8%b8	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e5%bc%82%e5%b8%b8.html	(from https://www.learnjavaonline.org/cn/)
18:37:00	32518/32518	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:59%20GMT	https://www.learnjavaonline.org/cn/%e6%b3%9b%e5%9e%8b%e7%b1%bb%e5%9e%8b	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e6%b3%9b%e5%9e%8b%e7%b1%bb%e5%9e%8b.html	(from https://www.learnjavaonline.org/cn/)
18:37:01	32524/32524	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:36:59%20GMT	https://www.learnjavaonline.org/cn/%e6%b5%81	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e6%b5%81.html	(from https://www.learnjavaonline.org/cn/)
18:37:01	32264/32264	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:37:00%20GMT	https://www.learnjavaonline.org/cn/%e5%90%88%e4%bd%9c%e6%b5%81%e7%a8%8b	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/%e5%90%88%e4%bd%9c%e6%b5%81%e7%a8%8b.html	(from https://www.learnjavaonline.org/cn/)
18:37:02	32115/32115	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:37:01%20GMT	https://www.learnjavaonline.org/en/Welcome	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Welcome.html	(from https://www.learnjavaonline.org/en/Hello%2C_World%21)
18:37:04	33651/33651	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:37:01%20GMT	https://www.learnjavaonline.org/en/Hello,_World!	C:/My%20Web%20Sites/website/www.learnjavaonline.org/en/Hello,_World!-2.html	(from https://www.learnjavaonline.org/en/Variables_and_Types)
18:37:04	33535/33535	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:37:03%20GMT	https://www.learnjavaonline.org/cn/Welcome	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/Welcome.html	(from https://www.learnjavaonline.org/cn/Hello%2C_World%21)
18:37:07	34865/34865	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2013:37:04%20GMT	https://www.learnjavaonline.org/cn/Hello,_World!	C:/My%20Web%20Sites/website/www.learnjavaonline.org/cn/Hello,_World!-2.html	(from https://www.learnjavaonline.org/cn/%e5%8f%98%e9%87%8f%e5%92%8c%e7%b1%bb%e5%9e%8b)
